,identifier,titleEn,scopeEn
1152,75.180.01,Equipment for petroleum and natural gas industries in general,
1153,75.180.10,"Exploratory, drilling and extraction equipment",Including offshore structures
1154,75.180.20,Processing equipment,
1155,75.180.30,Volumetric equipment and measurements,
1156,75.180.99,Other equipment for petroleum and natural gas industries,
1157,77.040.01,Testing of metals in general,
1158,77.040.10,Mechanical testing of metals,
1159,77.040.20,Non-destructive testing of metals,
1160,77.040.30,Chemical analysis of metals,
1161,77.040.99,Other methods of testing of metals,
1162,77.080.01,Ferrous metals in general,
1163,77.080.10,Irons,
1164,77.080.20,Steels,
1165,77.120.01,Non-ferrous metals in general,
1166,77.120.10,Aluminium and aluminium alloys,
1167,77.120.20,Magnesium and magnesium alloys,
1168,77.120.30,Copper and copper alloys,
1169,77.120.40,"Nickel, chromium and their alloys",
1170,77.120.50,Titanium and titanium alloys,
1171,77.120.60,"Lead, zinc, tin and their alloys",
1172,77.120.70,"Cadmium, cobalt and their alloys",
1173,77.120.99,Other non-ferrous metals and their alloys,
1174,77.140.01,Iron and steel products in general,
1175,77.140.10,Heat-treatable steels,
1176,77.140.15,Steels for reinforcement of concrete,
1177,77.140.20,Stainless steels,"Including alloyed steels, corrosion-resistant steels, heat-resisting steels, etc."
1178,77.140.25,Spring steels,
1179,77.140.30,Steels for pressure purposes,
1180,77.140.35,Tool steels,
1181,77.140.40,Steels with special magnetic properties,
1182,77.140.45,Non-alloyed steels,
1183,77.140.50,Flat steel products and semi-products,"Including plate, sheet and strip"
1184,77.140.60,Steel bars and rods,
1185,77.140.65,"Steel wire, wire ropes and link chains",
1186,77.140.70,Steel profiles,Including sections
1187,77.140.75,Steel pipes and tubes for specific use,Including hollow steel bars and sections for construction
1188,77.140.80,Iron and steel castings,
1189,77.140.85,Iron and steel forgings,
1190,77.140.99,Other iron and steel products,
1191,77.150.01,Products of non-ferrous metals in general,
1192,77.150.10,Aluminium products,
1193,77.150.20,Magnesium products,
1194,77.150.30,Copper products,
1195,77.150.40,Nickel and chromium products,
1196,77.150.50,Titanium products,
1197,77.150.60,"Lead, zinc and tin products",
1198,77.150.70,Cadmium and cobalt products,
1199,77.150.99,Other products of non-ferrous metals,
1200,79.060.01,Wood-based panels in general,
1201,79.060.10,Plywood,
1202,79.060.20,Fibre and particle boards,
1203,79.060.99,Other wood-based panels,
1204,79.120.01,Woodworking equipment in general,
1205,79.120.10,Woodworking machines,
1206,79.120.20,Woodworking tools,
1207,79.120.99,Other woodworking equipment,
1208,81.040.01,Glass in general,
1209,81.040.10,Raw materials and raw glass,
1210,81.040.20,Glass in building,
1211,81.040.30,Glass products,
1212,81.060.01,Ceramics in general,
1213,81.060.10,Raw materials,
1214,81.060.20,Ceramic products,
1215,81.060.30,Advanced ceramics,
1216,81.060.99,Other standards related to ceramics,
1217,83.040.01,Raw materials for rubber and plastics in general,
1218,83.040.10,Latex and raw rubber,
1219,83.040.20,Rubber compounding ingredients,"Including carbon black, kaolin clay, etc."
1220,83.040.30,Auxiliary materials and additives for plastics,"Including fillers, extenders, hardeners, pigments, plasticizers, etc."
1221,83.080.01,Plastics in general,
1222,83.080.10,Thermosetting materials,Including ebonite
1223,83.080.20,Thermoplastic materials,
1224,83.140.01,Rubber and plastics products in general,
1225,83.140.10,Films and sheets,Including plates
1226,83.140.20,Laminated sheets,
1227,83.140.30,Plastics pipes and fittings for non fluid use,
1228,83.140.40,Hoses,
1229,83.140.50,Seals,
1230,83.140.99,Other rubber and plastics products,
1231,83.160.01,Tyres in general,
1232,83.160.10,Road vehicle tyres,"Including cycle tyres, and tyre retreading and repair processes"
1233,83.160.20,Aircraft tyres,
1234,83.160.30,Tyres for agricultural machinery,
1235,83.160.99,Other tyres,
1236,85.080.01,Paper products in general,
1237,85.080.10,Office paper,
1238,85.080.20,Tissue paper,
1239,85.080.30,Cardboard,Including corrugated fibreboard
1240,85.080.99,Other paper products,
1241,87.060.01,Paint ingredients in general,
1242,87.060.10,Pigments and extenders,
1243,87.060.20,Binders,
1244,87.060.30,Solvents,
1245,87.060.99,Other paint ingredients,
1246,91.010.01,Construction industry in general,
1247,91.010.10,Legal aspects,
1248,91.010.20,Contractual aspects,Including construction procurement
1249,91.010.30,Technical aspects,"Including tolerances, modular coordination, etc."
1250,91.010.99,Other aspects,
1251,91.040.01,Buildings in general,Including building environment design and service life planning
1252,91.040.10,Public buildings,Including ecclesiastical buildings and hospitals
1253,91.040.20,Buildings for commerce and industry,
1254,91.040.30,Residential buildings,
1255,91.040.99,Other buildings,
1256,91.060.01,Elements of buildings in general,
1257,91.060.10,Walls. Partitions. Façades,
1258,91.060.20,Roofs,"Including related elements (gutters, etc.)"
1259,91.060.30,Ceilings. Floors. Stairs,"Including screeds, ramps, etc."
1260,91.060.40,"Chimneys, shafts, ducts",Including flues and flue pipes
1261,91.060.50,Doors and windows,"Including doorsets, their components, blinds, shutters"
1262,91.060.99,Other elements of buildings,
1263,91.080.01,Structures of buildings in general,
1264,91.080.10,Metal structures,
1265,91.080.13,Steel structures,
1266,91.080.17,Aluminium structures,
1267,91.080.20,Timber structures,
1268,91.080.30,Masonry,
1269,91.080.40,Concrete structures,Including the repair and protection of concrete products and structures
1270,91.080.99,Other structures,
1271,91.100.01,Construction materials in general,
1272,91.100.10,Cement. Gypsum. Lime. Mortar,
1273,91.100.15,Mineral materials and products,"Including earth, sands, clay, slates, stones, etc."
1274,91.100.23,Ceramic tiles,
1275,91.100.25,Terracotta building products,"Including roofing tiles, bricks, etc."
1276,91.100.30,Concrete and concrete products,Including admixtures
1277,91.100.40,Products in fibre-reinforced cement,
1278,91.100.50,Binders. Sealing materials,"Including geomembranes, asphalts for buildings, etc."
1279,91.100.60,Thermal and sound insulating materials,
1280,91.100.99,Other construction materials,
1281,91.120.01,Protection of and in buildings in general,
1282,91.120.10,Thermal insulation of buildings,Including energy efficiency of buildings
1283,91.120.20,Acoustics in building. Sound insulation,
1284,91.120.25,Seismic and vibration protection,
1285,91.120.30,Waterproofing,
1286,91.120.40,Lightning protection,
1287,91.120.99,Other standards related to protection of and in buildings,
1288,91.140.01,Installations in buildings in general,
1289,91.140.10,Central heating systems,Including burners and boilers for central heating systems
1290,91.140.30,Ventilation and air-conditioning systems,Including ventilation ducts
1291,91.140.40,Gas supply systems,Including gas meters in buildings
1292,91.140.50,Electricity supply systems,"Including electric energy meters in buildings, emergency electrical supplies, etc."
1293,91.140.60,Water supply systems,Including water meters in buildings
1294,91.140.65,Water heating equipment,
1295,91.140.70,Sanitary installations,"Including bidets, kitchen sinks, baths, waste chutes, etc."
1296,91.140.80,Drainage systems,
1297,91.140.90,Lifts. Escalators,
1298,91.140.99,Other installations in buildings,
1299,91.160.01,Lighting in general,
1300,91.160.10,Interior lighting,"Including workplace lighting, emergency and safety lighting"
1301,91.160.20,Exterior building lighting,Including flood lighting
1302,93.080.01,Road engineering in general,
1303,93.080.10,Road construction,Including road maintenance equipment and road construction equipment
1304,93.080.20,Road construction materials,"Including asphalts, road pavements, etc."
1305,93.080.30,Road equipment and installations,"Including road traffic warning and control systems, devices and installations (speed controls, traffic signal installations, vehicle loop detectors, pavement markers, manholes, etc.)"
1306,93.080.40,Street lighting and related equipment,
1307,93.080.99,Other standards related to road engineering,
1308,97.040.01,Kitchen equipment in general,
1309,97.040.10,Kitchen furniture,
1310,97.040.20,"Cooking ranges, working tables, ovens and similar appliances",Including microwave ovens and stove hoods
1311,97.040.30,Domestic refrigerating appliances,
1312,97.040.40,Dishwashers,
1313,97.040.50,Small kitchen appliances,Including food waste disposal units
1314,97.040.60,"Cookware, cutlery and flatware",Including table cutlery and table ware
1315,97.040.99,Other kitchen equipment,
1316,97.100.01,Heating appliances in general,
1317,97.100.10,Electric heaters,
1318,97.100.20,Gas heaters,
1319,97.100.30,Solid fuel heaters,
1320,97.100.40,Liquid fuel heaters,
1321,97.100.99,Heaters using other sources of energy,
1322,97.130.01,Shop fittings in general,
1323,97.130.10,Shelving,
1324,97.130.20,Commercial refrigerating appliances,"Including refrigerated display cabinets, cold rooms, etc."
1325,97.130.30,Trolleys for supermarket purposes,Including baskets
1326,97.130.99,Other shop fittings,
1327,97.200.01,Equipment for entertainment in general,
1328,97.200.10,"Theatre, stage and studio equipment",Including lighting equipment
1329,97.200.20,Musical instruments,
1330,97.200.30,Camping equipment and camp-sites,
1331,97.200.40,Playgrounds,Including amusement rides and devices
1332,97.200.50,Toys,Including safety of toys
1333,97.200.99,Other equipment for entertainment,
1334,97.220.01,Sports equipment and facilities in general,
1335,97.220.10,Sports facilities,"Including swimming-pools, spas, solaria, sports fields, running-tracks, spectator facilities for sports, etc."
1336,97.220.20,Winter sports equipment,"Including ice hockey, snowboard, and ski equipment"
1337,97.220.30,Indoor sports equipment,"Including equipment for gymnastics, volleyball, basketball, handball, home sports trainers, etc."
1338,97.220.40,Outdoor and water sports equipment,"Including equipment for mountaineering, football, tennis, swimming, diving, etc."
1339,97.220.99,Other sports equipment and facilities,
